"area","bedrooms","bathrooms","age","floors","location","price"
2200,3,2.75,13,2.0,"98074",572000.0
1540,3,1.75,31,1.0,"98074",492450.0
2080,3,1.75,55,1.0,"98005",813000.0
1780,3,2.0,48,1.0,"98040",710000.0
1960,3,1.5,104,2.0,"98119",792500.0
1690,5,1.5,54,1.5,"98032",285900.0
2080,3,2.0,34,1.0,"98070",389000.0
2070,3,2.25,49,2.0,"98136",675000.0
760,2,0.75,84,1.0,"98059",352000.0
4020,4,3.25,15,2.0,"98059",1050000.0
3620,4,1.75,50,1.0,"98005",768500.0
2330,4,2.0,54,1.0,"98125",500000.0
1460,3,2.5,59,1.0,"98040",685000.0
2250,4,2.75,64,1.0,"98109",648475.0
2850,6,5.0,21,2.0,"98033",655000.0
2640,4,2.75,90,2.0,"98115",895000.0
1310,3,1.0,53,1.0,"98001",195000.0
2720,4,2.5,26,2.0,"98023",368000.0
3430,4,3.5,14,2.0,"98059",997000.0
1990,3,2.75,38,1.0,"98072",335000.0
1170,3,2.0,31,1.0,"98001",250000.0
1390,3,1.75,30,1.0,"98022",278500.0
1540,4,1.5,42,2.0,"98001",260000.0
760,2,1.0,95,1.0,"98118",162500.0
1280,4,1.0,65,1.0,"98168",239000.0
2990,4,2.5,11,2.0,"98075",600000.0
1770,4,2.25,17,2.0,"98031",350000.0
3830,5,3.75,10,2.0,"98075",852500.0
2870,3,2.5,7,2.0,"98055",485000.0
1520,3,1.0,62,1.0,"98133",299000.0
660,2,1.0,63,1.0,"98056",227450.0
1800,3,1.0,73,1.0,"98126",383000.0
3570,2,3.25,17,1.0,"98024",835000.0
3050,5,1.5,84,1.5,"98112",760000.0
820,2,1.0,91,1.0,"98103",532500.0
3610,3,2.5,17,1.0,"98053",635000.0
1490,3,2.0,103,1.0,"98144",438500.0
1560,3,2.5,79,1.5,"98108",545500.0
1660,3,1.75,59,1.0,"98033",675000.0
1180,3,1.75,87,1.0,"98117",450000.0
960,3,1.0,115,1.0,"98010",199999.0
1630,3,1.5,27,1.0,"98034",375000.0
2260,4,2.25,33,2.0,"98072",600000.0
1520,3,1.5,56,1.0,"98056",292600.0
3050,5,2.75,59,1.0,"98040",1038000.0
1000,3,1.0,70,1.0,"98105",610000.0
2650,4,2.5,22,2.0,"98042",397450.0
1750,3,2.25,52,1.0,"98155",382000.0
1770,3,2.25,49,1.0,"98177",370000.0
1770,3,2.25,49,1.0,"98177",520000.0
770,2,1.0,67,1.0,"98155",260000.0
3370,4,2.5,1,2.0,"98177",890000.0
2130,5,2.0,69,1.0,"98155",344000.0
1050,3,1.0,57,1.0,"98031",205000.0
2803,5,2.5,52,1.0,"98003",379000.0
2080,3,2.0,33,2.0,"98052",424240.0
2080,3,2.0,33,2.0,"98052",589950.0
2120,4,1.75,64,1.0,"98117",582000.0
2550,3,2.5,26,2.0,"98023",349000.0
1290,3,1.0,49,1.0,"98033",658000.0
1790,5,2.75,100,1.5,"98106",294000.0
2720,5,3.5,22,2.0,"98115",690000.0
1040,3,1.0,103,1.5,"98107",600000.0
840,3,1.0,46,1.0,"98042",199990.0
1650,3,1.75,56,1.0,"98188",220000.0
2080,4,2.25,39,1.0,"98034",440000.0
1540,4,2.5,1,2.0,"98029",439990.0
3880,4,2.5,9,2.0,"98075",815000.0
1860,4,2.25,20,2.0,"98029",535000.0
1280,3,1.75,40,1.0,"98003",215000.0
3200,3,2.5,50,1.5,"98027",605000.0
2200,3,2.5,25,2.0,"98058",349900.0
1570,3,1.0,75,1.0,"98115",495000.0
2074,3,2.5,18,2.0,"98034",515100.0
2450,4,2.5,21,2.0,"98053",620000.0
2520,4,2.25,35,2.0,"98074",657500.0
2190,5,1.75,52,1.0,"98055",250000.0
2190,5,1.75,52,1.0,"98055",385000.0
2320,3,1.5,39,1.0,"98019",307000.0
1370,3,2.5,21,1.0,"98042",288000.0
1730,3,1.75,71,1.5,"98032",226450.0
1640,3,2.5,48,1.0,"98125",390000.0
1300,3,1.0,44,1.0,"98045",350000.0
1560,3,1.5,46,1.0,"98125",368000.0
1120,2,1.0,94,1.0,"98105",469000.0
2670,3,2.25,30,2.0,"98072",865000.0
3810,5,2.5,48,1.5,"98058",515000.0
1200,4,1.0,47,1.0,"98042",210000.0
1520,3,1.75,46,1.0,"98034",460000.0
2500,4,2.5,36,1.0,"98023",241500.0
2010,4,2.25,40,2.0,"98042",322200.0
1210,4,1.0,72,1.5,"98178",279000.0
1100,2,1.0,72,1.0,"98070",303000.0
1050,3,1.5,65,1.0,"98199",420000.0
2120,3,1.75,54,1.0,"98188",249000.0
1240,3,1.0,63,1.0,"98125",294950.0
3460,4,3.5,11,2.0,"98103",1315000.0
1270,3,1.75,62,1.0,"98117",335000.0
2980,4,2.25,80,1.5,"98199",1155000.0
1250,2,1.0,89,1.5,"98117",520000.0
1740,4,1.75,50,1.0,"98007",560000.0
1730,4,1.5,56,2.0,"98032",243400.0
1240,3,2.0,27,1.0,"98053",405000.0
1670,2,1.0,85,1.5,"98033",495000.0
2140,4,2.5,23,2.0,"98038",350000.0
2530,5,2.75,23,1.0,"98188",368500.0
960,2,1.0,67,1.0,"98058",99000.0
4130,4,3.75,14,2.0,"98059",1070000.0
1710,4,1.75,32,1.0,"98155",430000.0
1490,3,1.5,52,1.0,"98052",412500.0
4750,4,3.25,27,2.0,"98052",1122500.0
3400,4,2.5,27,2.0,"98052",915000.0
2210,3,2.5,21,2.0,"98052",535000.0
1650,3,1.5,36,1.0,"98133",390000.0
1260,3,1.5,71,1.0,"98107",499000.0
1960,3,1.0,52,1.0,"98177",375000.0
1800,4,2.5,20,2.0,"98055",349000.0
1940,3,2.25,51,1.0,"98004",635000.0
2820,4,2.75,14,2.0,"98075",682000.0
2820,4,2.25,49,1.0,"98023",321027.0
720,2,1.0,100,1.0,"98002",150000.0
1640,3,1.75,46,1.0,"98034",410000.0
1560,3,2.0,92,2.0,"98115",449950.0
1560,6,2.5,102,1.0,"98118",194990.0
1910,4,1.75,59,1.0,"98028",475000.0
1570,5,1.75,107,2.0,"98105",530000.0
2038,4,2.5,4,2.0,"98092",319950.0
1720,3,2.25,37,1.0,"98023",210000.0
1670,3,2.75,90,1.5,"98107",485000.0
2830,4,2.75,17,2.0,"98075",774000.0
1690,4,2.0,57,1.0,"98008",478000.0
1620,4,2.5,91,2.0,"98146",385000.0
2360,4,2.5,26,2.0,"98077",595000.0
1480,3,1.5,55,1.0,"98028",285000.0
2700,4,2.5,11,2.0,"98029",723000.0
1780,3,1.5,55,1.0,"98198",279000.0
1430,3,1.5,57,1.0,"98058",195000.0
2160,2,1.0,90,1.0,"98119",625000.0
1800,3,1.75,36,2.0,"98011",270000.0
1930,2,2.0,9,1.0,"98053",559000.0
1960,4,2.25,39,1.0,"98072",474000.0
1920,4,2.5,23,2.0,"98038",303500.0
1470,3,1.75,66,1.0,"98155",350000.0
2980,5,3.0,75,1.0,"98155",367500.0
2980,5,3.0,75,1.0,"98155",595000.0
2360,3,2.0,34,1.0,"98024",589000.0
1790,3,1.75,41,1.0,"98077",585000.0
2130,3,2.25,39,1.0,"98155",482975.0
2030,4,2.5,12,2.0,"98058",365500.0
1790,4,2.0,43,1.0,"98008",570000.0
2260,3,2.5,25,2.0,"98092",335000.0
2350,4,2.0,101,1.5,"98103",767500.0
1690,3,2.5,1,2.0,"98029",386591.0
1320,3,1.0,102,1.5,"98108",279000.0
2690,4,2.5,17,2.0,"98014",620000.0
2810,4,2.25,57,1.0,"98198",407000.0
2280,3,2.5,21,2.0,"98038",364250.0
2870,4,2.5,36,2.0,"98058",399000.0
3030,3,2.5,23,1.5,"98077",766950.0
2940,4,2.75,11,2.0,"98029",710000.0
1190,3,1.0,86,1.0,"98118",320000.0
1800,3,2.5,14,2.0,"98108",300000.0
1580,3,1.75,22,1.0,"98038",263000.0
1730,3,2.5,19,2.0,"98029",445000.0
1910,3,2.0,58,1.0,"98008",554000.0
1000,2,1.75,109,1.0,"98117",335000.0
2520,4,2.75,28,1.0,"98031",307000.0
1420,3,1.0,68,1.0,"98125",404000.0
3080,4,3.5,12,2.0,"98075",775000.0
1060,3,1.0,59,1.0,"98022",220000.0
2160,4,2.5,32,2.0,"98028",518000.0
4060,4,3.5,10,2.0,"98033",1600000.0
1940,1,2.25,36,2.0,"98133",315000.0
2250,4,2.5,24,2.0,"98034",572650.0
1620,2,1.0,94,1.0,"98034",350000.0
920,2,1.0,115,1.0,"98108",285000.0
1370,3,2.5,20,2.0,"98032",231000.0
920,3,1.0,46,1.0,"98042",179000.0
1360,3,1.5,52,1.0,"98030",244000.0
1630,3,1.5,72,1.0,"98188",185850.0
3610,6,2.5,45,2.0,"98011",610000.0
3010,4,2.5,10,2.0,"98038",419000.0
2320,3,1.75,58,1.0,"98199",779000.0
3290,5,3.0,11,1.0,"98052",695000.0
2040,3,2.5,17,2.0,"98092",319900.0
1920,3,2.75,37,1.0,"98023",329000.0
2120,3,2.5,27,2.0,"98011",475226.0
2170,3,2.5,12,2.0,"98029",638000.0
1330,2,1.5,31,1.0,"98074",440000.0
1580,3,2.0,73,1.0,"98146",214000.0
3580,3,2.75,26,2.0,"98023",600000.0
2580,4,2.0,110,2.0,"98102",935000.0
1930,4,1.75,74,1.5,"98125",630000.0
2120,3,2.5,11,2.0,"98053",575000.0
1990,3,2.5,28,1.5,"98010",345000.0
1310,4,1.75,48,1.0,"98011",323000.0
2670,3,2.5,27,1.0,"98042",425000.0
1910,2,2.25,43,1.0,"98038",411000.0
1530,4,1.5,39,1.0,"98014",299800.0
2920,6,1.75,107,2.5,"98122",823000.0
1010,3,1.0,60,1.0,"98155",200000.0
2450,4,1.75,28,1.0,"98006",760000.0
1820,4,2.5,16,2.0,"98019",359950.0
2090,4,2.5,32,1.0,"98056",375000.0
2200,2,1.75,42,1.0,"98027",295000.0
2250,4,3.0,29,2.0,"98198",250000.0
1450,3,2.25,15,3.0,"98115",497000.0
2280,4,2.5,28,2.0,"98028",520000.0
2720,4,3.5,16,2.0,"98055",365000.0
2250,3,2.25,39,1.0,"98034",459900.0
1090,3,2.0,75,1.0,"98118",158000.0
1970,3,2.0,48,1.0,"98003",294700.0
2780,4,2.25,30,2.0,"98059",439950.0
2290,4,2.25,55,1.0,"98008",899000.0
2330,3,1.75,32,1.0,"98072",535000.0
4060,4,4.5,8,2.0,"98188",530000.0
1470,4,2.0,48,1.0,"98032",215000.0
1620,2,1.0,89,1.0,"98125",290000.0
3220,5,2.75,9,2.0,"98052",798000.0
3270,4,2.5,22,2.0,"98027",785000.0
2160,3,1.75,44,1.0,"98028",433000.0
1150,2,1.0,93,1.0,"98118",425000.0
2240,4,2.5,53,1.0,"98115",654000.0
1280,3,1.5,32,2.0,"98002",215000.0
840,3,1.0,45,1.0,"98042",232000.0
1680,3,1.75,56,1.0,"98005",675000.0
2330,5,2.75,43,1.0,"98052",665000.0
3030,4,2.5,17,2.0,"98053",835000.0
2880,6,3.0,35,2.0,"98144",525000.0
2910,3,2.75,76,2.0,"98125",780000.0
3090,4,3.25,27,2.0,"98053",844000.0
2720,4,2.75,30,2.0,"98072",680000.0
1310,3,1.5,50,1.0,"98034",290000.0
1790,2,1.0,56,1.0,"98117",560000.0
2830,3,2.5,26,2.0,"98072",605500.0
3150,4,2.5,10,2.0,"98052",762500.0
3930,5,3.25,1,2.0,"98033",1740000.0
2840,6,2.75,54,1.0,"98118",665000.0
2480,5,1.0,96,1.5,"98122",540000.0
1930,3,2.5,54,1.0,"98155",375000.0
1260,3,1.0,71,1.0,"98125",342000.0
670,3,1.0,47,1.0,"98024",340000.0
3930,5,3.25,41,2.0,"98040",1250000.0
3160,4,2.5,16,2.0,"98075",693000.0
1770,4,1.75,53,1.0,"98166",638500.0
2240,5,3.0,52,2.0,"98027",805000.0
990,3,1.0,55,1.0,"98198",250000.0
1580,3,2.5,17,2.0,"98038",325000.0
1560,4,1.75,21,2.0,"98108",270000.0
2640,6,2.5,93,2.0,"98126",880000.0
2120,2,1.75,91,1.0,"98103",300000.0
1200,2,1.0,67,1.0,"98155",290000.0
5040,4,4.0,39,1.0,"98006",2850000.0
1460,3,1.0,73,1.0,"98056",259950.0
4890,4,3.25,11,2.0,"98059",1780000.0
1580,3,1.0,61,1.0,"98056",299950.0
2100,3,2.25,38,1.0,"98077",483000.0
2060,3,2.25,49,1.0,"98033",890000.0
1690,3,2.5,87,1.5,"98116",719000.0
3370,4,3.0,38,1.0,"98058",785000.0
2330,3,2.5,9,2.0,"98029",660000.0
1820,4,1.75,35,1.0,"98031",264000.0
1890,3,1.75,47,1.0,"98006",575000.0
3820,4,3.75,21,1.0,"98072",1215000.0
2770,3,2.5,24,2.0,"98022",475000.0
3020,4,3.5,25,2.0,"98033",845800.0
1170,3,1.75,53,1.0,"98155",352500.0
1270,3,1.0,60,1.0,"98011",347000.0
1950,4,2.75,23,2.0,"98029",560000.0
2230,4,2.75,38,1.0,"98092",323000.0
2220,3,1.75,93,1.5,"98166",595000.0
2060,4,2.0,38,1.0,"98002",257500.0
1100,3,1.0,98,1.0,"98116",450000.0
1140,4,1.0,45,1.0,"98072",410000.0
1980,3,1.75,63,1.0,"98008",810000.0
2480,5,3.0,11,1.0,"98178",372500.0
1050,3,1.0,64,1.0,"98155",325000.0
1260,3,1.0,68,1.0,"98133",280000.0
1680,3,2.0,67,1.0,"98198",258000.0
1360,4,1.0,66,1.5,"98155",329950.0
2450,4,2.5,35,1.0,"98007",836000.0
2260,5,2.5,16,2.0,"98038",365000.0
1060,2,1.0,107,1.0,"98002",111300.0
3720,4,2.5,31,2.0,"98053",864000.0
1610,3,1.75,53,1.0,"98033",725000.0
3350,4,2.5,25,2.0,"98011",550000.0
790,2,1.0,64,1.0,"98198",130000.0
1660,2,1.75,75,1.0,"98112",765000.0
1420,3,1.5,52,1.0,"98058",255000.0
2050,3,2.5,38,1.0,"98027",439500.0
1250,3,1.75,28,1.0,"98055",268000.0
1700,3,1.75,62,1.0,"98004",985000.0
2660,4,2.5,21,2.0,"98006",751305.0
1350,3,1.0,101,1.5,"98118",280000.0
1810,4,2.0,48,1.0,"98058",304000.0
2210,4,2.75,27,2.0,"98003",200000.0
2120,3,1.5,42,1.0,"98092",325000.0
2470,3,2.25,27,2.0,"98052",736000.0
2700,4,2.5,17,2.0,"98058",426500.0
1760,2,1.75,85,1.0,"98103",640000.0
1930,5,2.0,74,1.5,"98146",230000.0
1680,4,1.0,104,1.5,"98118",366350.0
1390,2,1.0,69,1.0,"98166",365000.0
2240,4,2.25,36,2.0,"98034",482000.0
1980,4,1.0,53,1.5,"98058",345000.0
1830,3,1.75,112,1.5,"98122",682000.0
980,3,1.75,73,1.0,"98033",657500.0
3550,6,2.5,90,2.0,"98144",895000.0
1660,3,1.5,97,1.0,"98118",425000.0
2490,4,2.5,39,2.0,"98008",532500.0
2329,4,2.5,20,2.0,"98011",540000.0
1790,3,2.25,31,2.0,"98006",578000.0
2830,3,3.0,100,2.0,"98118",1086000.0
1160,3,1.0,47,1.0,"98077",322500.0
1000,3,1.0,60,1.0,"98003",140000.0
2540,3,2.5,39,1.0,"98042",485000.0
1750,2,1.5,37,1.5,"98010",575000.0
2890,3,2.5,15,2.0,"98188",421000.0
1870,4,2.0,61,1.0,"98106",355000.0
2200,4,2.25,29,2.0,"98011",515000.0
1300,3,1.0,63,1.0,"98146",309000.0
3410,5,2.25,41,2.0,"98005",815000.0
1160,3,1.0,62,1.0,"98125",285000.0
2100,3,1.75,99,1.5,"98117",700000.0
1490,3,2.5,21,2.0,"98038",289000.0
3280,4,3.0,36,1.5,"98077",458000.0
1450,3,1.75,37,1.0,"98023",230000.0
1930,3,2.5,54,1.0,"98133",432500.0
1660,3,1.75,37,1.0,"98045",288000.0
1260,3,1.75,47,1.0,"98072",354000.0
1170,3,1.0,35,1.0,"98019",119500.0
3350,4,3.0,36,1.0,"98006",805000.0
1420,3,2.5,11,3.0,"98133",435000.0
2170,3,1.75,37,1.0,"98001",260000.0
1800,4,1.75,65,1.0,"98133",377000.0
2000,4,2.5,25,2.0,"98029",602000.0
1660,3,1.75,74,1.0,"98116",530000.0
1540,4,2.0,69,1.0,"98117",525000.0
1160,2,1.5,9,2.0,"98155",250000.0
1700,3,1.0,108,1.5,"98118",681000.0
1580,3,1.75,45,1.0,"98125",625000.0
2080,3,2.5,5,2.0,"98118",448500.0
1030,3,2.0,68,1.0,"98146",260000.0
1770,3,1.75,52,1.0,"98008",538000.0
1540,3,2.0,54,1.0,"98011",385500.0
2650,4,2.5,15,2.0,"98038",428400.0
2690,4,2.75,17,2.0,"98022",346290.0
2210,4,2.75,16,2.0,"98075",587000.0
2390,4,2.5,12,2.0,"98056",355000.0
2580,5,2.75,51,1.0,"98007",650000.0
2160,4,2.5,12,2.0,"98056",340000.0
2230,4,2.5,46,1.0,"98052",565000.0
2000,4,2.0,90,1.5,"98144",630000.0
1280,3,1.0,99,1.0,"98022",227000.0
2810,4,2.75,37,1.0,"98052",600000.0
1680,4,1.75,41,1.0,"98008",540400.0
2150,3,2.5,20,2.0,"98033",569000.0
2820,3,2.5,11,2.0,"98029",735000.0
1750,3,2.25,28,1.0,"98034",434000.0
1060,2,2.0,101,1.0,"98103",578888.0
2430,4,2.75,48,1.0,"98072",465425.0
2660,4,2.75,29,1.5,"98023",280500.0
1670,2,2.0,8,1.0,"98029",539950.0
1380,3,2.0,47,1.0,"98075",406430.0
4160,4,3.75,24,2.0,"98053",1150000.0
1790,3,2.5,23,2.0,"98031",250000.0
1940,3,2.5,26,1.0,"98030",266000.0
1390,3,2.0,19,1.0,"98058",258000.0
2200,3,2.0,54,1.0,"98155",472000.0
1264,3,2.25,12,2.0,"98105",530000.0
1095,2,1.0,114,1.5,"98122",302282.0
850,2,1.0,99,1.0,"98136",370000.0
1760,4,2.0,67,1.5,"98105",625000.0
690,1,1.0,98,1.0,"98002",142500.0
1400,3,1.75,54,1.0,"98133",334000.0
1810,5,3.0,17,2.0,"98118",362000.0
1310,2,1.0,73,1.0,"98144",181000.0
1400,3,1.0,47,1.0,"98003",241500.0
2350,3,1.75,51,1.0,"98030",245000.0
1150,3,1.0,47,1.0,"98042",227500.0
1710,5,1.5,54,1.5,"98032",158550.0
1660,3,2.25,47,1.0,"98034",450000.0
1950,3,1.75,48,1.0,"98034",485000.0
1780,4,1.75,48,1.0,"98077",353000.0
2450,4,3.0,11,2.0,"98028",500000.0
2060,1,2.25,88,1.5,"98003",360000.0
1540,3,1.5,49,1.0,"98059",357500.0
1650,3,2.5,17,2.0,"98014",272000.0
1160,3,1.0,55,1.0,"98125",422000.0
1440,2,2.0,30,1.0,"98072",365000.0
2150,3,1.75,49,1.0,"98155",450000.0
1060,2,1.0,65,1.0,"98155",275053.0
2620,3,2.75,66,1.0,"98039",1880000.0
1630,3,1.75,60,1.0,"98004",725000.0
1840,3,1.75,30,1.0,"98030",235000.0
820,2,1.0,66,1.0,"98125",510000.0
820,2,1.0,66,1.0,"98125",489950.0
2010,3,2.5,17,2.0,"98034",463000.0
1990,4,2.25,24,2.0,"98029",536000.0
2990,4,2.5,12,2.0,"98003",375000.0
2540,4,2.5,16,2.0,"98034",630000.0
1640,3,2.25,52,1.0,"98148",362000.0
2500,4,2.75,36,1.0,"98003",350000.0
4020,4,3.5,14,2.0,"98004",1691000.0
1500,3,2.0,72,1.0,"98166",255000.0
1594,4,2.5,40,1.0,"98002",269000.0
2130,4,3.0,85,1.5,"98055",370000.0
1130,3,1.0,54,1.0,"98059",270000.0
1690,3,2.0,18,1.0,"98022",265000.0
1440,2,1.0,69,1.0,"98117",487000.0
3270,4,3.25,14,2.0,"98074",835000.0
4350,4,3.25,9,1.0,"98027",850000.0
1610,4,2.75,33,1.0,"98033",575000.0
950,3,1.0,47,1.0,"98034",335000.0
1010,3,1.0,67,1.0,"98155",318000.0
1420,3,2.0,35,1.0,"98027",510000.0
1200,3,1.5,50,1.0,"98042",242500.0
2020,5,2.25,52,1.0,"98040",750000.0
3390,5,3.5,12,2.0,"98056",439900.0
1700,2,1.0,101,1.5,"98119",710000.0
3410,5,3.25,103,2.0,"98119",2400000.0
2030,3,1.75,39,1.0,"98011",435000.0
2860,4,2.75,69,1.0,"98115",874000.0
1690,4,1.75,31,1.0,"98144",385000.0
760,2,1.0,85,1.0,"98055",110000.0
1780,3,1.75,39,1.0,"98011",477000.0
1550,3,2.0,97,1.5,"98126",500000.0
4090,4,2.5,10,2.0,"98075",885000.0
880,2,1.0,60,1.0,"98178",235000.0
1320,3,2.75,20,1.0,"98030",210000.0
950,2,1.0,105,1.0,"98144",320000.0
1390,3,1.75,30,1.0,"98056",406000.0
1900,3,1.75,52,1.0,"98166",350000.0
1392,2,0.75,37,1.5,"98070",350000.0
3340,4,2.5,16,2.0,"98065",720000.0
2750,4,2.75,34,1.0,"98198",604700.0
1400,3,1.0,95,1.5,"98027",343000.0
2220,3,2.25,33,1.0,"98074",558000.0
1210,4,1.0,93,1.5,"98126",364000.0
2390,3,1.75,56,1.0,"98155",420000.0
1870,5,2.0,55,1.5,"98007",450000.0
940,2,1.5,90,1.0,"98126",392000.0
1120,4,1.0,76,1.0,"98055",100000.0
1250,3,2.5,10,3.0,"98103",480000.0
1060,3,1.5,60,1.0,"98003",212000.0
2410,5,2.5,37,1.0,"98011",560000.0
2844,5,2.75,2,2.0,"98092",359950.0
2200,4,2.5,36,1.0,"98077",535000.0
3460,5,4.0,3,2.0,"98056",980000.0
1580,2,1.0,94,2.0,"98103",720000.0
1520,2,1.0,64,1.0,"98115",619950.0
2260,3,2.5,21,2.0,"98058",489000.0
1800,4,2.0,92,1.0,"98115",415000.0
2650,4,2.5,28,2.0,"98074",672500.0
1000,3,1.0,30,1.0,"98052",352500.0
2300,4,2.0,53,1.0,"98003",258750.0
1080,3,1.0,99,1.0,"98133",350000.0
902,3,1.0,50,1.0,"98198",152000.0
730,2,1.0,69,1.0,"98115",378500.0
2600,4,1.75,50,1.5,"98033",1017000.0
1570,3,1.5,59,1.0,"98007",419000.0
2876,5,3.0,42,1.0,"98040",895000.0
2290,4,2.25,39,1.0,"98006",668500.0
1470,2,2.5,10,2.0,"98033",487000.0
2620,3,3.5,23,2.0,"98146",538000.0
2680,5,1.5,52,1.0,"98004",898000.0
2020,4,2.0,20,1.0,"98003",315000.0
2100,3,2.5,70,2.0,"98116",800000.0
1510,3,1.75,53,1.0,"98008",516130.0
2850,3,2.5,37,1.5,"98008",1600000.0
4280,4,2.5,16,2.0,"98006",1200000.0
3238,4,2.5,36,1.0,"98198",355425.0
2740,3,2.5,102,2.0,"98112",1157400.0
2020,4,2.5,61,2.0,"98136",689000.0
1520,3,3.25,15,3.0,"98107",500000.0
3860,5,2.5,60,1.0,"98001",430000.0
1600,4,2.25,36,1.0,"98045",299500.0
2090,4,2.5,26,2.0,"98058",349950.0
4020,5,3.25,5,2.0,"98004",1419000.0
2910,4,2.25,27,2.0,"98006",998000.0
900,3,1.0,45,1.0,"98072",329000.0
1720,3,1.75,34,2.0,"98033",575000.0
3030,5,2.25,54,2.0,"98133",529900.0
3030,4,2.5,12,1.0,"98004",1470000.0
2190,4,1.75,53,1.0,"98033",725000.0
1680,3,2.5,28,2.0,"98023",286000.0
1210,3,2.0,61,1.0,"98006",335000.0
1120,3,1.5,60,1.0,"98007",395300.0
3180,4,2.75,11,2.0,"98019",510000.0
920,3,1.0,45,1.0,"98032",203000.0
700,2,1.0,62,1.0,"98155",248000.0
2540,3,2.25,24,2.0,"98023",265000.0
2100,4,1.5,103,1.5,"98103",1000000.0
1540,3,1.0,66,1.5,"98125",1000000.0
1420,3,2.0,25,1.0,"98010",241400.0
1450,4,1.75,49,1.0,"98058",309950.0
1550,3,1.75,70,1.0,"98106",294010.0
1920,3,2.25,31,2.0,"98074",345000.0
1920,3,2.25,31,2.0,"98074",625000.0
2510,4,2.5,13,2.0,"98075",660000.0
1660,2,2.0,12,1.0,"98053",559000.0
3990,4,3.25,11,2.0,"98053",866000.0
2350,3,2.0,76,1.5,"98112",770000.0
1350,3,1.5,47,1.0,"98030",259950.0
2980,5,2.75,47,1.0,"98030",352000.0
6390,5,4.75,75,2.0,"98112",2466350.0
1590,3,2.0,49,1.0,"98034",395000.0
1400,4,1.75,73,1.5,"98168",276500.0
1880,3,2.25,28,1.5,"98024",530000.0
3500,4,3.25,28,2.0,"98008",798000.0
1370,2,2.0,29,1.0,"98034",380000.0
2810,4,2.5,14,2.0,"98022",350000.0
2220,3,2.5,25,2.0,"98031",325000.0
2110,3,2.5,26,2.0,"98042",336000.0
1720,3,2.25,41,1.0,"98042",286900.0
1780,5,2.25,39,1.0,"98052",472000.0
1410,3,1.75,30,2.0,"98038",263000.0
2110,3,3.0,50,1.0,"98126",565000.0
2700,3,2.5,23,2.0,"98006",765000.0
2610,3,2.25,52,1.0,"98075",1517000.0
1660,3,2.0,34,1.0,"98034",405000.0
4570,4,3.5,13,2.0,"98075",1098000.0
3760,3,3.0,36,1.0,"98092",555000.0
1610,3,2.5,9,2.0,"98055",305000.0
1740,3,2.25,23,1.0,"98198",289950.0
3530,5,3.5,16,2.0,"98019",487500.0
840,3,1.0,56,1.0,"98023",96500.0
840,3,1.0,56,1.0,"98023",185000.0
1470,4,1.0,70,1.5,"98168",150550.0
2470,4,2.0,67,1.5,"98106",339000.0
2220,4,1.75,65,1.0,"98125",675000.0
1720,3,1.75,91,1.0,"98144",615000.0
2700,4,2.5,21,2.0,"98033",837500.0
950,2,1.0,83,1.0,"98028",250000.0
1790,3,2.5,26,2.0,"98074",583000.0
1610,3,2.5,15,3.0,"98115",499000.0
2290,3,2.5,14,2.0,"98146",550000.0
2170,4,2.5,35,1.0,"98022",400000.0
2100,3,2.5,7,2.0,"98004",990400.0
2320,3,2.5,41,1.5,"98075",600000.0
1120,2,1.0,61,1.0,"98155",325000.0
1530,3,2.5,24,2.0,"98038",265000.0
3490,3,2.5,55,1.0,"98105",1620500.0
1180,3,1.5,55,1.0,"98155",347500.0
2050,5,2.0,103,1.5,"98103",629000.0
2360,2,2.0,18,1.5,"98040",1087500.0
2570,4,2.5,23,2.0,"98038",397500.0
1270,2,1.0,106,1.5,"98144",404500.0
1250,3,1.5,48,1.0,"98030",225000.0
2510,3,2.25,37,1.0,"98023",267000.0
2690,4,3.75,106,2.0,"98119",800000.0
2900,4,2.5,14,2.0,"98001",339000.0
3830,4,2.5,34,1.0,"98155",1850000.0
1280,5,1.0,92,1.5,"98105",525000.0
4350,5,3.5,8,2.0,"98027",1150000.0
1370,1,1.0,94,1.5,"98136",565000.0
1230,2,2.25,3,2.0,"98144",387000.0
2440,4,2.5,28,2.0,"98053",720000.0
4410,4,3.5,19,2.0,"98006",1500000.0
910,2,1.0,79,1.0,"98125",235000.0
910,2,1.0,79,1.0,"98125",365000.0
2150,3,2.5,27,2.0,"98074",368250.0
2150,3,2.5,27,2.0,"98074",580000.0
3190,4,3.25,59,2.0,"98178",1100000.0
2130,4,2.5,11,2.0,"98001",215000.0
2740,4,2.5,26,2.0,"98029",648000.0
3150,4,3.0,14,2.0,"98075",705000.0
1450,3,2.25,10,2.0,"98107",465000.0
2400,5,2.0,104,1.5,"98103",650000.0
2280,4,2.25,52,1.0,"98198",335000.0
2310,4,2.0,31,1.5,"98072",640000.0
2460,4,2.5,26,2.0,"98074",638250.0
4200,4,3.5,19,2.0,"98040",1460000.0
1620,4,2.0,106,2.0,"98108",375000.0
2170,4,1.75,55,1.0,"98040",842000.0
2880,3,2.25,45,1.0,"98133",499950.0
3280,4,2.5,30,2.0,"98074",810000.0
2900,5,2.0,46,2.0,"98072",310000.0
2160,3,2.5,1,1.0,"98103",730000.0
2250,4,1.75,91,1.5,"98115",637800.0
1340,3,1.0,112,1.5,"98055",225000.0
1390,4,1.0,74,1.5,"98177",417500.0
